country,date,temperature_mean,temperature_max,temperature_min,precipitation,windspeed_mean,windspeed_max,evapotranspiration,solar_radiation
England,2018-07-30,17.633,22.22,13.76,1.78,15.542,26.792,2.933,14.186
England,2018-07-31,17.394,21.54,13.06,1.28,13.554,22.011,3.862,19.378
England,2018-08-01,17.814,22.17,13.08,0.22,12.98,18.304,3.667,17.524
England,2018-08-02,20.118,25.61,14.95,0.2,12.394,17.94,3.551,16.878
England,2018-08-03,20.849,24.94,16.66,1.48,8.973,15.443,3.118,15.332
England,2018-08-04,19.642,24.23,15.4,0.0,10.977,15.716,4.187,21.768
England,2018-08-05,19.851,26.73,12.69,0.0,8.301,16.469,4.605,23.22
England,2018-08-06,20.066,25.15,14.74,0.0,8.729,13.519,4.145,21.256
England,2018-08-07,19.308,24.9,15.24,1.02,10.956,20.264,3.925,19.862
England,2018-08-08,16.606,20.26,12.96,1.64,14.151,21.897,3.47,16.548
England,2018-08-09,15.366,18.56,12.26,2.2,9.252,17.317,2.71,13.288
England,2018-08-10,13.54,16.76,10.63,4.78,14.513,22.974,2.458,13.554
England,2018-08-11,14.862,20.29,8.59,2.64,13.184,21.025,3.064,15.98
England,2018-08-12,17.215,20.03,15.26,9.82,15.805,23.358,1.663,8.296
England,2018-08-13,17.279,21.08,14.51,4.48,11.892,19.255,2.517,13.926
England,2018-08-14,17.446,20.87,13.28,0.44,14.434,21.618,2.525,12.31
England,2018-08-15,18.749,22.49,15.14,1.4,19.518,27.303,2.802,12.518
England,2018-08-16,16.466,18.29,13.52,6.18,18.317,25.045,2.6,12.586
England,2018-08-17,15.14,18.28,11.18,0.54,15.579,23.807,2.699,13.526
England,2018-08-18,17.821,21.22,14.32,0.5,17.295,22.877,2.489,11.466
England,2018-08-19,18.606,21.67,15.62,1.2,20.771,30.344,2.355,11.204
England,2018-08-20,18.705,22.4,15.17,1.34,9.506,14.81,2.006,10.08
England,2018-08-21,18.905,22.85,16.12,0.36,8.768,13.591,2.531,13.074
England,2018-08-22,18.486,22.76,14.74,1.06,13.944,19.915,2.458,11.872
England,2018-08-23,15.389,18.4,12.21,4.12,15.11,24.134,2.246,11.166
England,2018-08-24,12.5,15.46,10.14,5.86,19.749,28.779,2.537,14.636
England,2018-08-25,12.546,16.72,8.57,0.7,13.342,18.323,2.879,17.808
England,2018-08-26,13.166,17.36,9.78,11.44,16.588,28.896,0.908,3.764
England,2018-08-27,15.142,17.54,12.44,0.82,19.348,25.91,2.18,10.568
England,2018-08-28,15.298,18.39,11.61,0.14,8.82,13.259,2.276,13.022
England,2018-08-29,14.692,18.13,11.19,0.76,11.921,18.601,2.404,13.958
England,2018-08-30,13.479,17.62,8.4,0.0,6.771,10.705,2.502,14.914
England,2018-08-31,14.149,19.05,8.89,0.18,8.334,13.483,2.726,15.778
England,2018-09-01,16.459,22.02,10.49,0.0,10.716,15.606,2.722,14.254
England,2018-09-02,18.095,22.62,14.34,0.14,10.213,15.223,3.165,15.122
England,2018-09-03,16.38,20.46,13.02,2.5,8.11,16.125,2.001,10.956
England,2018-09-04,14.545,17.03,12.07,0.36,10.697,15.541,1.588,7.452
England,2018-09-05,14.589,18.31,11.03,0.0,9.89,15.12,2.293,12.53
England,2018-09-06,12.853,16.67,9.05,1.9,11.235,20.224,1.77,9.464
England,2018-09-07,11.873,15.58,7.61,0.42,15.568,24.766,2.21,12.156
England,2018-09-08,13.487,16.89,10.22,5.12,13.966,20.858,1.3,6.074
England,2018-09-09,15.622,18.98,12.74,0.98,18.77,25.328,2.256,11.248
England,2018-09-10,14.719,18.04,11.59,0.38,17.256,23.381,2.357,10.356
England,2018-09-11,16.25,18.48,14.02,3.0,20.01,28.352,1.775,7.538
England,2018-09-12,13.195,16.21,9.4,4.5,10.961,16.641,1.948,11.466
England,2018-09-13,12.402,16.67,7.66,0.16,12.577,19.357,2.329,12.916
England,2018-09-14,12.927,15.85,10.51,1.48,15.937,23.596,1.565,7.238
England,2018-09-15,13.948,17.77,10.49,0.6,12.49,17.873,1.835,9.77
England,2018-09-16,15.61,19.45,12.07,2.9,18.079,28.712,1.889,8.71
England,2018-09-17,17.042,21.84,13.32,0.9,16.17,26.369,2.308,10.832
England,2018-09-18,17.783,20.77,15.35,3.86,26.876,38.595,2.594,9.422
England,2018-09-19,16.404,20.26,13.82,0.92,27.653,45.733,2.629,10.45
England,2018-09-20,14.858,17.99,12.64,20.56,21.685,37.333,1.462,5.19
England,2018-09-21,11.832,16.39,8.89,9.9,29.79,44.903,2.192,10.77
England,2018-09-22,10.668,12.36,8.68,3.1,12.619,18.56,1.141,4.846
England,2018-09-23,9.591,12.91,6.52,5.14,13.62,23.337,1.553,9.334
England,2018-09-24,9.18,13.61,4.78,0.24,10.368,15.248,1.839,12.626
England,2018-09-25,9.997,15.3,4.46,0.0,10.976,18.239,2.221,14.29
England,2018-09-26,13.566,19.45,8.83,0.02,14.501,20.154,2.071,11.878
England,2018-09-27,13.914,19.43,9.43,0.02,11.408,17.585,2.324,13.714
England,2018-09-28,11.129,14.28,7.12,0.0,11.037,17.788,1.978,12.304
England,2018-09-29,9.206,14.61,3.8,0.0,8.836,14.608,1.88,13.23
England,2018-09-30,10.173,13.34,6.9,0.46,14.42,21.464,1.428,6.92
England,2018-10-01,9.222,12.66,4.98,0.28,13.578,19.995,1.695,9.416
England,2018-10-02,13.606,16.5,9.61,1.52,22.778,30.126,1.653,7.406
England,2018-10-03,13.295,16.45,10.22,0.38,13.276,20.955,1.308,6.982
England,2018-10-04,14.025,18.13,11.17,0.24,13.605,19.993,1.351,8.028
England,2018-10-05,13.041,17.26,9.5,2.52,9.971,15.342,1.062,5.902
England,2018-10-06,8.705,11.47,5.7,8.46,15.412,23.736,0.752,4.006
England,2018-10-07,7.881,12.27,2.66,0.14,11.56,19.807,1.523,9.562
England,2018-10-08,12.146,15.86,8.7,0.0,18.223,25.839,1.53,7.722
England,2018-10-09,13.148,17.79,9.46,0.0,15.566,21.361,1.906,11.362
England,2018-10-10,14.778,21.32,8.99,0.0,14.325,20.623,2.053,11.346
England,2018-10-11,15.422,18.99,11.8,1.32,20.349,29.913,1.501,6.592
England,2018-10-12,15.69,18.81,11.61,7.12,32.74,42.632,1.656,3.616
England,2018-10-13,18.963,21.59,16.69,6.46,30.773,38.458,2.361,6.878
England,2018-10-14,11.374,15.97,7.46,15.4,13.622,22.109,0.63,2.008
England,2018-10-15,10.006,11.86,7.71,5.52,13.667,19.765,0.534,2.156
England,2018-10-16,13.08,16.91,10.17,0.28,11.317,18.563,1.079,6.29
England,2018-10-17,12.22,14.86,8.98,0.48,9.866,15.293,0.907,5.304
England,2018-10-18,9.102,13.03,5.05,0.0,8.655,13.92,1.122,8.19
England,2018-10-19,8.783,13.82,4.31,0.02,7.938,12.088,1.113,8.352
England,2018-10-20,10.731,15.8,6.8,0.0,8.772,13.805,1.01,7.148
England,2018-10-21,11.531,16.22,7.97,0.22,12.468,21.659,1.084,6.446
England,2018-10-22,8.788,12.26,5.44,0.1,13.927,22.325,1.366,8.614
England,2018-10-23,11.009,14.2,7.79,0.0,21.682,29.07,1.407,6.866
England,2018-10-24,11.139,13.85,8.52,0.04,15.203,21.067,1.166,7.246
England,2018-10-25,9.611,12.37,6.83,0.28,12.847,17.632,0.876,4.876
England,2018-10-26,7.729,9.92,4.27,1.12,16.965,23.463,1.099,6.514
England,2018-10-27,3.759,6.38,1.29,0.76,17.547,25.469,1.049,5.732
England,2018-10-28,4.072,7.83,0.955,0.27,15.22,20.431,0.939,6.798
England,2018-10-29,4.129,7.89,0.33,0.18,13.929,19.714,0.643,3.664
England,2018-10-30,5.824,10.92,0.09,0.4,13.056,21.016,0.966,6.418
England,2018-10-31,7.396,9.84,3.26,4.28,10.8,16.595,0.641,4.41
England,2018-11-01,5.422,10.09,1.89,0.02,10.362,14.226,0.872,6.932
England,2018-11-02,10.006,12.99,5.98,0.26,22.607,30.989,1.297,4.142
England,2018-11-03,10.713,12.7,8.66,1.74,17.813,27.119,0.656,2.848
England,2018-11-04,9.987,13.45,7.49,0.22,11.169,15.046,0.596,4.306
England,2018-11-05,11.552,13.66,9.39,1.26,18.13,26.425,0.614,3.148
England,2018-11-06,10.953,12.83,8.05,9.5,23.812,32.644,0.712,3.14
England,2018-11-07,8.886,11.66,5.38,1.36,19.366,25.6,0.864,3.688
England,2018-11-08,9.587,11.79,7.46,6.64,24.958,38.68,0.884,2.91
England,2018-11-09,9.791,11.61,7.97,4.22,18.057,28.791,0.648,4.19
England,2018-11-10,8.607,11.11,6.8,1.58,16.672,24.528,0.703,4.21
England,2018-11-11,9.436,12.07,7.79,0.26,20.11,26.021,0.886,4.828
England,2018-11-12,9.403,11.92,7.6,0.3,18.916,24.021,0.934,5.006
England,2018-11-13,10.695,13.33,7.66,1.88,19.084,25.659,0.882,4.006
England,2018-11-14,10.126,13.35,6.65,0.06,12.101,18.179,0.518,3.776
England,2018-11-15,11.271,12.9,9.66,0.48,10.424,14.346,0.379,2.218
England,2018-11-16,8.178,10.16,5.56,0.0,14.216,18.388,0.589,4.516
England,2018-11-17,6.581,9.99,4.9,0.0,16.669,20.571,0.753,4.938
England,2018-11-18,6.438,7.99,4.79,0.5,19.821,24.288,0.801,2.02
England,2018-11-19,4.449,5.61,3.34,5.24,20.847,28.409,0.533,1.848
England,2018-11-20,3.358,5.89,1.13,2.72,14.173,20.634,0.38,2.9
England,2018-11-21,2.025,5.05,-1.42,0.22,9.834,12.661,0.286,2.35
England,2018-11-22,5.28,7.52,1.8,0.12,11.776,14.895,0.294,2.302
England,2018-11-23,6.488,8.14,4.95,1.88,15.299,20.986,0.359,2.44
England,2018-11-24,5.122,7.14,3.23,0.36,14.229,19.041,0.37,2.056
England,2018-11-25,4.566,7.01,1.72,0.12,9.936,14.565,0.363,3.014
England,2018-11-26,4.318,8.06,0.9,8.68,15.938,30.881,0.24,1.07
England,2018-11-27,10.535,13.4,5.78,3.72,25.779,40.695,0.633,1.08
England,2018-11-28,10.275,13.32,8.08,5.36,28.031,45.099,0.779,1.818
England,2018-11-29,7.577,9.31,5.89,0.8,20.487,26.453,0.738,3.392
England,2018-11-30,8.778,11.73,5.37,5.22,17.169,24.285,0.284,0.944
England,2018-12-01,11.312,13.02,9.19,4.9,21.1,27.086,0.471,1.872
England,2018-12-02,8.354,11.02,3.64,3.08,18.783,30.472,0.48,2.048
England,2018-12-03,3.684,6.33,0.17,1.28,7.096,11.362,0.272,2.876
England,2018-12-04,7.945,11.14,3.37,13.9,15.166,20.502,0.212,0.774
England,2018-12-05,10.957,12.3,8.93,1.64,17.774,23.929,0.297,0.968
England,2018-12-06,9.247,12.4,5.98,10.82,27.552,37.007,0.869,2.314
England,2018-12-07,8.478,10.17,7.33,4.0,33.769,42.088,1.083,2.352
England,2018-12-08,7.195,8.74,5.01,1.54,21.962,34.358,0.707,2.946
England,2018-12-09,5.777,7.89,4.11,0.04,10.871,17.565,0.301,2.38
England,2018-12-10,5.802,8.09,4.02,0.08,9.298,14.49,0.281,2.294
England,2018-12-11,5.42,7.07,2.36,0.08,17.501,22.581,0.539,1.5
England,2018-12-12,2.865,4.91,0.86,0.0,20.413,26.439,0.735,2.998
England,2018-12-13,0.965,3.4,-1.03,0.0,10.594,16.742,0.355,2.804
England,2018-12-14,2.387,7.58,0.5,9.68,27.472,38.616,0.632,0.612
England,2018-12-15,5.522,7.52,3.16,4.82,15.027,27.735,0.364,2.752
England,2018-12-16,5.89,8.36,3.25,0.46,14.483,22.073,0.322,3.086
England,2018-12-17,8.513,9.81,6.24,9.82,25.69,34.957,0.538,0.602
England,2018-12-18,6.145,8.03,4.95,1.02,15.728,21.485,0.34,2.85
England,2018-12-19,6.739,8.42,5.34,2.78,18.826,24.199,0.39,2.068
England,2018-12-20,8.339,10.16,6.84,7.32,18.826,28.002,0.463,1.41
England,2018-12-21,7.837,9.4,6.18,1.28,19.007,26.875,0.433,2.582
England,2018-12-22,7.063,9.39,4.83,8.3,11.876,17.982,0.182,0.784
England,2018-12-23,3.2,6.4,0.9,0.02,7.869,11.461,0.232,2.684
England,2018-12-24,5.354,8.32,1.33,0.0,8.967,12.672,0.198,1.512
England,2018-12-25,7.812,9.62,6.1,0.0,8.688,11.615,0.222,1.752
England,2018-12-26,6.08,7.87,4.51,0.02,5.236,8.319,0.21,1.888
England,2018-12-27,7.357,9.66,5.12,0.04,9.27,14.603,0.239,1.906
England,2018-12-28,8.946,11.52,5.06,0.12,18.243,30.812,0.38,2.036
England,2018-12-29,8.715,10.71,5.33,0.94,13.545,19.492,0.251,1.446
England,2018-12-30,7.726,9.56,6.25,0.1,13.133,16.915,0.356,2.272
England,2018-12-31,6.825,9.61,2.85,0.1,13.533,18.638,0.448,2.71
England,2019-01-01,1.912,4.45,-0.46,0.0,7.119,10.827,0.325,2.664
England,2019-01-02,0.573,3.46,-1.94,0.0,4.918,7.445,0.275,3.034
England,2019-01-03,0.005,3.18,-2.43,0.0,6.649,9.428,0.268,2.862
England,2019-01-04,2.679,5.55,-0.7,0.0,8.313,11.936,0.28,2.236
England,2019-01-05,5.787,8.3,3.22,0.02,9.323,12.486,0.269,1.916
England,2019-01-06,7.776,10.22,4.7,0.68,19.05,29.181,0.403,1.074
England,2019-01-07,5.606,8.06,2.27,0.02,17.55,25.025,0.675,3.486
England,2019-01-08,2.573,4.57,0.69,0.0,12.676,17.022,0.447,2.782
England,2019-01-09,2.582,6.16,-0.99,0.02,8.802,13.088,0.249,1.478
England,2019-01-10,4.785,7.45,2.69,0.04,9.664,14.209,0.303,2.574
England,2019-01-11,7.784,9.51,5.29,1.32,22.977,30.212,0.476,1.124
England,2019-01-12,8.974,10.3,7.05,0.38,29.62,38.075,0.855,2.166
England,2019-01-13,6.378,7.96,4.59,0.08,16.82,25.226,0.719,2.906
England,2019-01-14,6.887,9.03,4.35,0.12,17.593,22.446,0.525,2.31
England,2019-01-15,6.543,8.85,2.82,3.2,19.911,26.006,0.459,1.326
England,2019-01-16,1.928,4.04,-1.3,0.62,13.917,20.627,0.613,4.68
England,2019-01-17,1.293,4.67,-2.02,3.24,14.302,21.75,0.524,2.278
England,2019-01-18,3.287,4.58,1.74,2.38,14.25,21.217,0.28,1.398
England,2019-01-19,2.796,4.94,0.5,0.4,5.811,9.211,0.262,2.022
England,2019-01-20,2.661,5.0,-0.18,0.52,11.494,24.657,0.396,2.778
England,2019-01-21,2.223,4.68,-0.47,6.54,14.492,27.357,0.342,3.204
England,2019-01-22,-0.39,2.91,-2.81,0.0,9.141,14.375,0.369,4.482
England,2019-01-23,2.221,5.64,-0.97,1.02,7.311,10.622,0.252,2.3
England,2019-01-24,7.476,10.32,3.53,1.06,16.436,23.513,0.411,2.942
England,2019-01-25,7.401,8.99,5.68,3.18,20.946,29.863,0.482,2.02
England,2019-01-26,4.36,6.27,2.32,3.62,27.917,39.05,1.118,4.468
England,2019-01-27,1.419,4.5,-1.63,0.06,14.692,23.673,0.802,5.708
England,2019-01-28,1.531,4.42,-0.76,5.72,13.568,20.231,0.307,2.228
England,2019-01-29,-0.213,3.32,-2.84,0.48,9.01,13.47,0.436,4.886
England,2019-01-30,-1.144,2.62,-4.32,0.76,12.731,22.757,0.485,3.888
England,2019-01-31,0.489,2.52,-0.93,4.4,20.162,26.479,0.51,3.338
England,2019-02-01,-0.002,3.71,-2.69,0.26,14.789,22.473,0.603,5.89
England,2019-02-02,0.856,5.34,-3.77,0.52,13.103,21.062,0.634,5.296
England,2019-02-03,6.152,9.13,2.27,5.5,19.306,31.769,0.648,3.842
England,2019-02-04,4.924,9.28,0.05,2.38,14.155,23.335,0.342,2.518
England,2019-02-05,7.135,9.94,4.57,3.26,14.003,21.764,0.516,4.14
England,2019-02-06,5.672,7.44,3.88,6.68,25.148,40.975,0.841,4.344
England,2019-02-07,8.155,10.46,5.11,6.7,30.113,40.322,0.856,1.992
England,2019-02-08,6.675,8.55,5.12,3.36,30.966,42.767,1.483,5.542
England,2019-02-09,4.64,6.45,2.72,4.7,16.39,26.804,0.691,5.012
England,2019-02-10,4.318,8.2,1.01,0.02,10.343,18.983,0.696,5.38
England,2019-02-11,5.581,10.22,0.78,0.0,13.038,20.453,0.657,4.844
England,2019-02-12,7.504,10.37,5.01,0.0,15.365,21.654,0.811,5.962
England,2019-02-13,5.629,11.72,1.53,0.0,10.229,14.496,0.996,8.462
England,2019-02-14,6.339,12.9,1.48,0.0,12.509,17.433,1.141,8.654
England,2019-02-15,9.32,12.06,6.19,0.2,17.532,24.858,0.854,4.788
England,2019-02-16,9.085,12.12,6.62,0.16,19.719,26.128,1.072,5.994
England,2019-02-17,7.529,9.73,5.28,1.08,19.165,24.641,0.939,4.932
England,2019-02-18,6.732,9.11,4.48,0.7,17.173,22.851,0.931,5.1
England,2019-02-19,8.387,10.75,6.7,2.36,19.946,25.748,0.908,4.472
England,2019-02-20,9.83,13.78,6.7,0.24,14.882,21.542,1.035,7.59
England,2019-02-21,7.884,13.23,4.0,0.0,10.782,15.62,1.136,8.85
England,2019-02-22,8.939,14.63,4.82,0.0,12.557,17.268,1.31,9.852
England,2019-02-23,7.717,13.98,3.09,0.0,7.142,10.475,1.203,9.546
England,2019-02-24,7.198,15.42,1.03,0.0,7.549,11.566,1.489,10.636
England,2019-02-25,8.413,16.12,2.59,0.0,7.5,11.94,1.566,10.872
England,2019-02-26,8.244,14.99,3.54,0.0,7.408,11.859,1.469,11.04
England,2019-02-27,7.117,10.7,3.75,3.78,11.313,16.614,0.632,4.764
England,2019-02-28,7.896,10.72,5.33,0.82,9.927,14.819,0.694,4.562
England,2019-03-01,9.264,12.27,6.02,2.98,21.047,33.511,1.146,6.062
England,2019-03-02,8.44,10.75,6.08,4.4,26.057,41.919,0.984,2.762
England,2019-03-03,5.511,8.48,3.26,2.4,24.955,38.85,1.315,8.284
England,2019-03-04,6.23,10.15,2.54,3.08,19.281,27.839,1.325,8.754
England,2019-03-05,9.427,12.21,6.83,12.88,23.926,31.095,0.919,5.108
England,2019-03-06,6.325,8.51,4.65,3.08,26.123,35.548,1.145,5.706
England,2019-03-07,5.623,8.58,1.68,2.92,17.481,29.628,0.807,5.292
England,2019-03-08,7.17,9.6,4.96,3.52,25.204,39.993,1.527,9.278
England,2019-03-09,4.86,7.74,2.49,9.54,25.303,44.789,1.349,9.088
England,2019-03-10,5.44,8.35,2.73,0.66,25.956,34.994,1.921,10.718
England,2019-03-11,6.431,9.29,3.42,11.4,30.605,40.638,1.028,3.37
England,2019-03-12,7.102,9.35,5.45,2.82,35.96,46.854,1.943,10.008
England,2019-03-13,8.636,10.85,6.25,7.32,30.79,43.378,1.64,9.83
England,2019-03-14,9.439,11.49,7.02,4.0,29.754,40.805,1.399,7.55
England,2019-03-15,8.948,11.31,5.6,13.38,30.084,42.902,1.079,4.78
England,2019-03-16,5.143,7.79,2.76,2.06,22.349,29.688,1.495,11.666
England,2019-03-17,5.926,8.91,3.1,1.12,12.609,18.287,1.103,8.128
England,2019-03-18,8.183,11.59,4.77,0.3,10.257,16.182,0.959,5.918
England,2019-03-19,10.39,14.28,7.63,0.0,11.669,15.547,1.275,8.532
England,2019-03-20,10.387,13.22,7.44,0.04,9.766,15.256,1.106,7.186
England,2019-03-21,10.092,12.08,8.03,0.56,15.439,22.528,1.308,7.58
England,2019-03-22,7.918,10.44,5.52,0.0,9.981,14.768,1.55,9.782
England,2019-03-23,6.714,10.54,1.72,0.1,14.201,23.92,1.929,12.884
England,2019-03-24,7.055,11.41,3.16,0.0,15.346,23.902,2.245,15.656
England,2019-03-25,6.696,11.16,1.9,0.0,10.598,17.191,1.662,11.948
England,2019-03-26,7.817,11.7,3.66,0.0,10.047,15.469,1.649,11.738
England,2019-03-27,7.533,12.96,2.16,0.0,6.512,11.236,2.034,15.436
England,2019-03-28,7.853,13.9,2.35,0.0,7.595,10.611,2.243,17.284
England,2019-03-29,7.897,13.6,2.54,0.04,7.062,12.971,1.936,14.188
England,2019-03-30,7.383,10.57,4.0,0.16,16.758,23.067,1.684,9.876
England,2019-04-01,6.91,12.08,2.6,0.02,11.993,16.894,2.023,14.878
England,2019-04-02,5.605,8.29,2.06,5.76,12.341,19.806,1.339,11.444
England,2019-04-03,2.896,6.89,-0.8,2.5,7.347,13.26,1.242,11.036
England,2019-04-04,4.214,7.83,0.56,7.9,20.338,30.12,1.072,8.272
England,2019-04-05,7.724,11.57,4.34,1.42,20.442,29.339,1.829,9.756
England,2019-04-06,7.52,11.4,3.54,0.08,14.157,18.556,1.852,13.01
England,2019-04-07,9.243,13.25,5.71,1.38,12.163,18.564,1.571,11.174
England,2019-04-08,9.687,14.79,6.35,2.96,14.028,17.88,1.78,12.4
England,2019-04-09,7.829,10.37,5.22,3.78,18.215,24.733,1.611,10.798
England,2019-04-10,5.894,9.89,2.29,0.0,15.247,20.279,2.129,17.074
England,2019-04-11,4.867,9.56,-1.2,0.0,8.637,14.838,2.248,18.332
England,2019-04-12,5.048,8.79,0.04,0.02,11.192,15.892,1.915,13.678
England,2019-04-13,4.482,8.19,0.51,0.28,14.44,19.996,1.953,13.838
England,2019-04-14,4.412,7.9,-0.43,0.04,15.407,22.365,1.873,11.902
England,2019-04-15,7.347,12.09,3.01,0.02,20.868,29.296,2.614,17.468
England,2019-04-16,8.906,13.18,5.22,1.32,9.235,14.83,1.458,8.812
England,2019-04-17,10.553,16.7,4.94,0.2,10.651,17.512,2.735,18.32
England,2019-04-18,12.195,18.16,6.95,0.0,14.368,19.92,2.843,17.58
England,2019-04-19,13.388,20.47,7.1,0.0,10.627,14.083,3.67,22.236
England,2019-04-20,13.323,21.01,5.54,0.0,7.372,10.793,3.718,22.886
England,2019-04-21,13.893,20.77,6.73,0.0,8.007,12.84,3.911,23.334
England,2019-04-22,14.083,21.05,7.02,0.0,12.328,18.859,4.004,21.702
England,2019-04-23,14.083,19.55,9.28,0.16,13.778,19.78,3.521,20.528
England,2019-04-24,11.59,16.91,7.56,5.72,14.971,26.685,2.13,12.908
England,2019-04-25,10.148,13.34,6.89,2.9,17.976,25.804,2.172,14.852
England,2019-04-26,9.447,12.88,6.09,3.3,19.641,30.46,1.823,11.67
England,2019-04-27,7.909,9.74,5.9,5.68,31.788,40.393,2.064,11.554
England,2019-04-28,9.432,13.18,6.12,1.32,15.705,25.42,2.155,12.842
England,2019-04-29,9.442,13.34,4.92,0.34,7.846,12.335,2.089,13.994
England,2019-04-30,10.357,15.11,4.63,0.0,7.524,11.706,2.565,17.38
England,2019-05-01,10.912,14.58,7.27,1.16,8.207,13.118,1.917,12.164
England,2019-05-02,9.764,12.98,6.08,4.84,13.455,21.53,2.078,15.282
England,2019-05-03,8.28,11.07,5.26,2.82,9.873,19.498,1.635,11.5
England,2019-05-04,6.716,10.07,3.36,1.88,17.595,26.369,2.787,21.892
England,2019-05-05,6.789,10.38,1.97,0.4,10.164,16.802,2.098,14.168
England,2019-05-06,7.32,10.25,4.16,1.56,10.444,16.763,1.886,13.03
England,2019-05-07,8.608,12.31,4.49,1.14,8.069,15.746,2.38,16.202
England,2019-05-08,8.916,11.41,7.31,12.14,17.561,25.896,1.344,8.654
England,2019-05-09,8.512,10.83,6.27,5.38,13.457,21.627,1.437,10.01
England,2019-05-10,8.533,12.9,4.73,4.1,7.307,13.324,2.203,16.164
England,2019-05-11,8.923,13.28,4.36,2.14,9.67,17.552,2.859,21.68
England,2019-05-12,9.573,15.15,3.06,0.06,7.277,13.099,3.403,23.774
England,2019-05-13,11.203,16.59,5.02,0.0,9.216,13.519,3.828,26.0
England,2019-05-14,12.13,17.54,6.04,0.0,10.607,14.667,4.042,26.634
England,2019-05-15,12.37,18.0,6.13,0.0,9.588,13.717,4.017,26.042
England,2019-05-16,11.195,15.87,6.03,0.02,14.297,22.155,3.592,22.63
England,2019-05-17,11.458,15.66,7.67,1.4,15.755,22.472,2.193,11.512
England,2019-05-18,11.91,15.48,8.71,0.52,6.304,10.624,2.177,13.562
England,2019-05-19,12.122,15.4,7.92,1.04,7.562,12.981,2.201,13.656
England,2019-05-20,12.583,16.95,8.08,0.42,10.372,15.198,3.268,21.188
England,2019-05-21,12.248,17.01,6.92,0.0,12.495,17.765,3.677,24.218
England,2019-05-22,12.734,17.38,7.88,0.3,9.806,16.859,3.448,20.666
England,2019-05-23,13.423,18.69,7.48,0.0,10.468,17.829,3.91,23.326
England,2019-05-24,13.692,18.18,8.97,0.4,13.385,20.245,3.537,22.048
England,2019-05-25,14.555,18.94,9.88,0.46,11.933,19.66,3.371,19.924
England,2019-05-26,14.691,17.33,11.36,2.88,19.925,29.076,2.331,13.232
England,2019-05-27,12.199,15.14,9.06,3.62,18.461,27.28,2.923,17.944
England,2019-05-28,11.273,15.05,7.35,1.54,11.852,18.39,3.074,20.732
England,2019-05-29,11.104,14.6,6.23,2.74,14.048,24.975,1.782,9.928
England,2019-05-30,16.228,20.01,13.28,0.96,21.493,27.759,2.913,15.83
England,2019-05-31,15.873,19.06,12.52,0.8,17.414,22.509,2.826,14.442
England,2019-06-01,16.647,21.72,11.02,0.48,10.863,17.718,3.412,18.168
England,2019-06-02,16.99,20.63,12.74,2.78,18.921,28.157,3.14,15.006
England,2019-06-03,13.805,16.85,10.66,0.46,18.471,24.94,3.674,20.062
England,2019-06-04,12.925,16.57,9.72,10.08,12.588,20.903,1.858,9.998
England,2019-06-05,12.582,15.42,9.46,0.28,15.239,23.513,2.682,15.65
England,2019-06-06,12.213,16.19,7.71,0.94,12.191,20.403,3.723,24.604
England,2019-06-07,11.871,15.55,8.08,13.22,14.136,23.369,1.578,8.468
England,2019-06-08,11.968,14.11,10.05,6.34,20.322,30.051,2.093,13.484
England,2019-06-09,12.15,16.08,8.11,2.52,10.343,14.99,3.196,21.184
England,2019-06-10,11.015,14.14,7.8,14.22,12.268,22.714,1.827,12.098
England,2019-06-11,10.689,12.13,9.14,17.18,22.264,28.72,1.41,7.818
England,2019-06-12,11.663,14.69,9.12,11.6,13.212,20.703,1.482,8.756
England,2019-06-13,11.45,12.97,10.14,11.2,12.733,21.004,1.279,7.844
England,2019-06-14,12.49,15.73,9.94,6.28,14.024,20.837,2.095,13.318
England,2019-06-15,12.725,15.72,9.87,4.1,15.153,25.61,2.291,14.68
England,2019-06-16,13.432,17.56,9.08,3.16,17.768,26.755,2.637,16.468
England,2019-06-17,14.837,17.69,12.08,1.24,18.805,25.136,2.699,15.306
England,2019-06-18,14.351,17.82,10.48,3.0,8.003,12.846,2.365,13.946
England,2019-06-19,14.84,18.03,11.99,1.52,8.022,14.354,2.45,14.504
England,2019-06-20,13.242,16.01,10.3,0.92,15.247,21.26,3.25,21.346
England,2019-06-21,13.343,17.15,8.9,0.08,11.402,16.474,3.521,22.748
England,2019-06-22,14.865,20.1,8.26,0.04,9.026,16.921,4.014,23.32
England,2019-06-23,15.988,20.67,11.1,1.94,15.16,21.568,2.81,14.066
England,2019-06-24,17.755,21.72,14.0,5.5,8.529,17.091,2.443,13.548
England,2019-06-25,16.879,19.42,14.5,10.68,12.772,19.325,1.928,11.12
England,2019-06-26,15.478,18.08,13.11,0.4,17.005,22.085,2.552,15.312
England,2019-06-27,15.403,20.84,9.79,0.0,17.229,22.234,4.494,28.788
England,2019-06-28,16.461,21.85,11.37,0.0,17.132,21.864,4.397,27.124
England,2019-06-29,20.564,28.73,13.0,0.38,11.821,19.486,5.22,26.892
England,2019-06-30,17.16,20.15,13.87,0.4,20.663,25.609,4.043,23.004
England,2019-07-01,15.549,18.38,12.32,0.44,19.752,25.776,3.576,20.7
England,2019-07-02,14.56,18.21,9.37,0.08,12.145,17.467,3.433,19.732
England,2019-07-03,15.292,20.53,9.29,0.0,7.924,14.399,4.021,23.74
England,2019-07-04,16.352,21.84,9.83,0.0,8.604,14.621,4.367,25.626
