country,date,temperature_mean,temperature_max,temperature_min,precipitation,windspeed_mean,windspeed_max,evapotranspiration,solar_radiation
England,2010-01-01,-0.07,3.204,-2.296,0.78,12.446,18.648,0.267,2.652
England,2010-01-02,-1.504,1.034,-4.296,0.0,10.287,16.032,0.273,3.61
England,2010-01-03,-3.041,0.284,-5.346,0.0,8.739,12.405,0.233,3.226
England,2010-01-04,-1.283,0.834,-2.996,4.68,10.948,15.752,0.214,2.34
England,2010-01-05,-1.307,0.234,-4.906,3.9,18.421,23.126,0.282,2.806
England,2010-01-06,-5.432,-2.496,-8.406,0.0,14.033,17.353,0.274,3.764
England,2010-01-07,-4.436,-1.506,-6.776,0.3,13.567,17.861,0.292,3.802
England,2010-01-08,-3.505,-1.336,-5.376,0.0,16.999,21.607,0.409,3.914
England,2010-01-09,0.211,1.414,-2.326,1.68,19.471,22.692,0.326,1.904
England,2010-01-10,0.492,0.993,-0.296,2.72,10.663,15.806,0.167,1.302
England,2010-01-11,0.149,1.244,-0.907,0.5,17.936,23.847,0.238,1.948
England,2010-01-12,-0.056,0.584,-0.946,3.36,12.609,20.041,0.206,1.59
England,2010-01-13,0.595,2.284,-1.296,0.56,6.341,8.796,0.176,1.692
England,2010-01-14,3.526,6.664,0.294,2.34,17.802,25.542,0.193,1.196
England,2010-01-15,5.141,7.364,3.183,8.14,20.433,31.446,0.261,1.05
England,2010-01-16,4.555,7.394,2.454,0.6,14.022,19.119,0.395,3.832
England,2010-01-17,5.038,8.214,2.044,0.04,10.774,15.612,0.284,2.376
England,2010-01-18,4.27,6.094,2.464,0.0,12.281,23.358,0.257,1.816
England,2010-01-19,2.623,4.074,1.594,4.44,14.574,22.841,0.236,1.418
England,2010-01-20,2.37,4.864,0.104,0.14,11.595,22.447,0.354,2.78
England,2010-01-21,6.525,7.574,4.274,12.2,14.977,24.058,0.174,0.424
England,2010-01-22,3.978,5.604,2.124,0.18,9.379,12.584,0.294,2.41
England,2010-01-23,3.396,5.524,1.683,0.74,8.101,11.976,0.345,2.908
England,2010-01-24,2.178,3.743,0.144,0.54,10.892,16.864,0.381,2.9
England,2010-01-25,0.324,2.524,-1.856,0.0,7.714,12.39,0.399,3.692
England,2010-01-26,2.993,6.864,-0.786,0.0,16.299,24.328,0.398,2.116
England,2010-01-27,4.348,6.024,2.183,0.76,16.636,22.388,0.591,3.918
England,2010-01-28,2.721,4.934,-1.186,3.42,18.419,25.63,0.709,4.528
England,2010-01-29,-0.766,2.464,-2.796,0.1,13.702,17.575,0.821,5.784
England,2010-01-30,-0.591,3.504,-3.117,0.06,11.546,15.068,0.519,4.924
England,2010-01-31,0.864,4.374,-1.706,0.04,14.253,19.542,0.606,5.174
England,2010-02-01,4.571,7.193,0.104,5.06,19.544,26.986,0.342,1.972
England,2010-02-02,2.028,5.544,-0.977,3.16,9.62,17.357,0.373,2.834
England,2010-02-03,5.392,7.624,3.564,0.58,14.195,21.517,0.307,1.948
England,2010-02-04,5.304,8.714,2.224,3.34,11.978,19.215,0.59,4.64
England,2010-02-05,3.888,6.964,1.443,0.02,10.599,14.731,0.388,3.172
England,2010-02-06,3.324,5.014,1.854,0.0,7.778,11.821,0.404,2.702
England,2010-02-07,1.475,3.074,0.113,0.3,16.946,24.631,0.522,4.06
England,2010-02-08,1.774,4.634,0.034,0.08,17.13,22.657,0.727,5.374
England,2010-02-09,0.434,2.754,-1.806,0.08,17.132,21.628,0.775,7.188
England,2010-02-10,-0.057,3.364,-2.396,0.0,15.699,20.193,0.885,6.122
England,2010-02-11,1.778,4.944,-0.806,0.32,13.982,19.903,0.572,5.042
England,2010-02-12,1.74,4.214,-0.136,0.16,14.064,18.443,0.644,4.708
England,2010-02-13,1.646,5.033,-1.316,0.18,9.436,13.95,0.56,5.152
England,2010-02-14,2.349,5.084,0.134,2.76,8.721,16.099,0.398,3.168
England,2010-02-15,2.288,5.144,-1.517,4.76,10.57,15.955,0.554,5.768
England,2010-02-16,0.327,4.144,-3.436,2.8,7.23,11.924,0.488,4.506
England,2010-02-17,1.074,4.044,-1.517,5.04,9.737,15.375,0.333,2.97
England,2010-02-18,0.551,4.124,-2.336,0.62,11.216,15.831,0.772,7.804
England,2010-02-19,-0.823,4.004,-4.756,0.18,7.554,10.539,0.749,7.938
England,2010-02-20,0.361,4.484,-4.026,4.28,10.357,15.347,0.611,6.52
England,2010-02-21,0.482,3.984,-3.496,2.86,15.865,26.216,0.644,5.894
England,2010-02-22,1.056,3.604,-1.057,1.82,17.293,23.191,0.592,4.284
England,2010-02-23,5.004,9.134,2.014,2.5,11.838,18.135,0.701,5.93
England,2010-02-24,5.041,7.824,2.094,2.68,10.577,18.599,0.47,3.434
England,2010-02-25,4.272,5.784,2.504,8.8,21.519,31.975,0.757,4.752
England,2010-02-26,4.074,7.693,0.504,3.3,10.659,16.222,0.733,5.956
England,2010-02-27,3.822,5.604,2.224,3.66,17.174,22.489,0.705,4.516
England,2010-02-28,2.845,7.454,-1.756,0.26,8.156,13.278,1.121,10.098
England,2010-03-01,2.624,7.524,-1.796,0.0,7.127,11.691,1.235,10.882
England,2010-03-02,2.253,5.564,0.023,0.0,14.549,18.409,1.059,7.702
England,2010-03-03,2.437,6.593,-0.816,0.0,12.392,17.741,1.181,10.03
England,2010-03-04,2.233,7.664,-3.046,0.0,12.203,18.541,1.246,11.426
England,2010-03-05,2.871,5.974,-0.796,0.04,12.365,16.289,0.877,6.97
England,2010-03-06,-0.737,3.224,-4.146,0.0,10.188,13.196,1.198,12.354
England,2010-03-07,0.285,5.584,-4.556,0.0,10.635,14.374,1.311,12.634
England,2010-03-08,3.035,7.224,-0.546,0.0,13.947,17.413,1.039,8.054
England,2010-03-09,3.767,5.914,2.024,0.0,14.444,18.815,0.907,6.426
England,2010-03-10,2.629,6.443,-1.346,0.0,10.275,15.381,1.176,9.992
England,2010-03-11,4.756,8.454,0.514,1.02,15.084,20.891,1.117,8.312
England,2010-03-12,4.678,8.634,-0.127,0.02,12.733,18.682,1.252,9.486
England,2010-03-13,6.072,9.513,3.274,0.04,17.816,24.931,1.349,8.934
England,2010-03-14,5.821,9.364,2.514,0.14,17.118,25.814,1.446,10.312
England,2010-03-15,5.274,9.714,0.724,0.0,10.376,16.239,1.557,11.644
England,2010-03-16,8.04,12.784,3.814,0.0,15.193,20.074,1.46,8.372
England,2010-03-17,9.95,13.984,6.424,0.62,19.699,27.397,1.846,9.298
England,2010-03-18,9.607,11.454,7.693,3.42,16.653,23.826,1.206,7.598
England,2010-03-19,9.409,10.814,6.224,8.46,15.953,22.492,0.372,1.87
England,2010-03-20,7.49,12.224,2.274,0.14,11.176,17.32,1.711,12.054
England,2010-03-21,8.244,10.384,5.004,1.48,20.523,30.93,1.217,7.036
England,2010-03-22,6.469,10.914,0.514,2.36,14.429,23.466,1.111,8.042
England,2010-03-23,10.126,13.614,7.784,2.42,14.444,21.034,1.199,7.51
England,2010-03-24,10.069,12.524,7.934,8.24,14.995,25.709,1.167,7.736
England,2010-03-25,8.548,11.374,6.264,3.6,22.014,29.008,1.635,12.018
England,2010-03-26,7.861,10.724,5.604,0.7,14.953,22.075,1.714,12.406
England,2010-03-27,7.448,10.534,4.814,1.34,16.683,23.685,1.729,12.322
England,2010-03-29,7.356,10.494,4.734,6.92,12.966,21.53,0.771,5.47
England,2010-03-30,7.689,10.494,4.033,6.06,18.113,25.488,1.08,8.572
England,2010-03-31,3.662,5.374,2.094,4.5,23.151,33.29,1.108,8.494
England,2010-04-01,4.343,7.914,1.443,2.46,20.717,27.557,1.789,14.696
England,2010-04-02,5.56,8.914,3.074,4.86,16.692,25.597,1.013,7.984
England,2010-04-03,6.01,9.464,3.104,2.26,10.751,15.123,1.442,11.392
England,2010-04-04,5.372,8.874,2.254,1.18,15.908,24.172,1.841,15.146
England,2010-04-05,8.001,12.074,3.243,1.76,21.923,30.924,1.699,9.05
England,2010-04-06,9.812,13.634,6.364,0.08,21.764,29.775,2.28,13.274
England,2010-04-07,8.445,11.854,5.033,1.1,11.769,18.719,1.628,11.67
England,2010-04-08,8.017,13.263,1.974,0.0,10.368,14.9,2.176,16.15
England,2010-04-09,9.874,14.874,3.614,0.0,4.731,8.407,2.389,16.588
England,2010-04-10,10.659,16.184,3.933,0.0,6.017,10.382,2.726,18.38
England,2010-04-11,8.097,11.814,4.654,0.0,13.606,19.484,2.399,17.776
England,2010-04-12,7.436,11.814,3.633,0.12,14.462,18.07,1.788,12.086
England,2010-04-13,7.059,11.784,2.544,0.0,16.348,20.052,2.276,17.178
England,2010-04-14,7.114,10.464,3.874,0.0,16.509,20.972,1.765,11.508
England,2010-04-15,6.649,11.054,2.474,0.0,14.273,17.206,2.034,14.968
England,2010-04-16,7.677,12.014,3.424,0.0,11.047,17.011,2.138,15.342
England,2010-04-17,8.0,14.204,1.294,0.0,7.705,12.017,3.001,22.658
England,2010-04-18,8.756,14.063,2.364,0.0,7.149,13.292,2.57,17.208
England,2010-04-19,8.416,11.934,4.914,0.52,9.513,14.219,1.807,12.11
England,2010-04-20,6.883,10.634,2.354,0.0,16.039,21.703,2.597,19.028
England,2010-04-21,5.761,10.154,0.684,0.0,11.059,15.343,2.827,22.546
England,2010-04-22,6.846,12.094,1.214,0.0,6.834,10.239,2.913,22.392
England,2010-04-23,8.598,14.643,1.584,0.0,7.218,11.682,3.194,22.65
England,2010-04-24,10.739,17.264,3.094,0.0,10.094,15.776,3.503,21.974
England,2010-04-25,11.474,15.544,7.404,3.68,12.453,17.922,2.292,14.64
England,2010-04-26,11.618,15.124,8.674,0.36,13.655,18.333,2.307,15.218
England,2010-04-27,11.922,17.124,5.294,0.0,9.789,16.895,2.917,17.96
England,2010-04-28,13.571,18.764,8.244,0.16,15.639,23.168,3.138,16.96
England,2010-04-29,12.184,15.133,8.724,5.22,9.782,14.646,1.525,8.314
England,2010-04-30,10.238,13.884,7.104,3.42,15.383,21.426,2.163,15.992
England,2010-05-01,9.823,13.384,6.924,3.6,8.989,17.347,2.259,15.634
England,2010-05-02,7.522,9.634,4.744,6.74,19.097,25.471,1.861,13.236
England,2010-05-03,6.345,10.103,2.824,1.38,18.264,25.015,2.538,20.002
England,2010-05-04,7.136,10.853,2.124,0.0,11.715,17.276,2.176,15.244
England,2010-05-05,9.23,12.434,5.394,0.06,8.311,12.99,1.493,9.398
England,2010-05-06,9.685,12.204,7.593,1.62,10.747,16.117,1.839,11.94
England,2010-05-07,8.228,11.524,5.474,0.72,17.646,24.217,2.573,17.474
England,2010-05-08,7.832,9.954,5.904,1.76,19.833,26.11,1.754,10.464
England,2010-05-09,7.928,11.034,4.524,0.12,13.856,18.762,1.987,12.808
England,2010-05-10,7.13,9.824,4.474,0.82,11.227,16.128,1.972,13.978
England,2010-05-11,6.554,10.114,2.674,2.08,8.56,13.993,2.596,20.402
England,2010-05-12,6.238,10.274,1.464,1.18,8.509,12.222,2.715,22.006
England,2010-05-13,7.049,11.664,0.733,0.1,8.516,14.51,2.824,20.922
England,2010-05-14,8.484,11.554,4.343,0.04,12.813,19.228,2.151,14.23
England,2010-05-15,9.291,13.554,4.074,0.0,11.049,16.255,2.8,19.288
England,2010-05-16,9.486,13.134,4.914,1.66,14.606,21.146,2.306,15.47
England,2010-05-17,10.202,14.183,5.264,0.2,10.246,14.062,2.985,21.518
England,2010-05-18,11.504,16.543,4.654,0.02,5.341,9.362,3.148,20.374
England,2010-05-19,13.026,17.034,7.214,0.0,7.993,12.266,2.525,15.136
England,2010-05-20,15.815,19.694,11.314,0.14,6.009,9.051,2.394,13.49
England,2010-05-21,17.308,21.793,12.094,0.12,6.013,9.57,3.427,19.346
England,2010-05-22,17.185,22.724,10.384,0.0,6.708,9.866,4.433,26.118
England,2010-05-23,18.159,24.264,10.524,0.0,7.501,12.153,4.795,26.696
England,2010-05-24,16.743,21.724,10.834,0.0,9.67,15.436,4.544,26.334
England,2010-05-25,12.844,15.643,9.654,0.14,13.523,17.703,2.544,13.748
England,2010-05-26,11.044,13.704,8.874,2.06,9.978,15.773,2.14,11.45
England,2010-05-27,10.255,13.544,6.464,0.92,12.085,18.13,2.999,19.602
England,2010-05-28,11.293,15.374,6.914,0.12,13.764,18.2,3.779,24.244
England,2010-05-29,11.093,14.654,7.464,7.04,13.944,24.769,1.468,9.114
England,2010-05-30,12.608,15.063,10.204,0.0,20.575,27.899,3.692,23.44
England,2010-05-31,12.536,16.143,8.174,0.16,11.405,17.799,2.553,13.746
England,2010-06-01,12.168,14.393,10.034,7.0,7.493,11.989,1.157,6.276
England,2010-06-02,13.747,19.074,7.174,0.0,5.351,8.072,3.441,21.424
England,2010-06-03,15.683,21.043,8.804,0.0,9.213,14.744,4.583,26.258
England,2010-06-04,16.67,22.864,9.184,0.12,10.0,13.889,4.534,25.212
England,2010-06-05,18.081,23.014,11.924,0.3,6.345,10.702,3.985,21.7
England,2010-06-06,16.232,19.844,13.364,1.4,10.532,16.878,2.89,16.13
England,2010-06-07,14.067,16.854,11.634,2.4,10.566,14.402,2.232,12.162
England,2010-06-08,13.796,16.404,11.774,10.22,11.708,16.002,1.64,9.778
England,2010-06-09,14.546,18.274,11.554,5.68,11.126,18.813,2.314,14.262
England,2010-06-10,14.075,16.904,11.834,0.24,22.436,28.008,2.182,12.05
England,2010-06-11,13.249,16.474,10.204,0.62,13.748,21.332,2.44,14.158
England,2010-06-12,13.637,17.494,9.614,0.0,12.511,17.558,3.617,22.306
England,2010-06-13,13.08,16.764,9.484,6.44,10.069,16.664,2.363,13.706
England,2010-06-14,13.044,16.074,9.934,1.84,16.661,22.939,2.587,15.148
England,2010-06-15,12.065,15.433,7.744,0.0,13.273,17.736,3.077,18.718
England,2010-06-16,13.505,18.764,7.374,0.0,10.728,15.053,4.219,27.034
England,2010-06-17,14.725,20.254,8.194,0.0,10.309,13.689,4.455,27.85
England,2010-06-18,13.524,16.424,10.284,2.24,8.965,14.362,1.872,10.4
England,2010-06-19,11.476,14.114,8.744,0.0,15.205,20.713,2.888,15.644
England,2010-06-20,12.616,17.724,6.584,0.0,10.276,15.231,3.951,25.348
England,2010-06-21,15.784,20.894,9.194,0.0,6.494,11.137,4.277,25.304
England,2010-06-22,17.161,22.194,11.194,0.0,8.862,13.066,5.054,29.236
England,2010-06-23,17.209,22.404,10.684,0.0,9.674,14.442,4.662,26.416
England,2010-06-24,17.147,20.564,13.204,0.16,11.781,16.116,3.279,17.2
England,2010-06-25,17.478,22.324,11.444,0.0,5.988,9.777,3.992,22.066
England,2010-06-26,19.461,23.934,14.094,0.14,9.478,13.43,4.36,22.358
England,2010-06-27,19.725,24.754,13.824,0.0,9.174,15.163,5.094,26.908
England,2010-06-28,18.587,24.104,12.784,0.62,10.653,16.567,4.902,25.322
England,2010-06-29,18.211,22.184,14.924,2.08,15.32,19.614,3.936,19.892
England,2010-06-30,18.436,23.114,13.554,0.04,7.601,11.814,4.152,21.666
England,2010-07-01,19.387,24.234,14.864,0.16,17.183,23.429,4.669,20.976
England,2010-07-02,18.934,22.484,16.063,3.22,15.012,19.819,3.999,18.678
England,2010-07-03,17.175,20.894,13.114,0.08,12.145,17.632,4.146,22.06
England,2010-07-04,16.451,20.144,11.624,0.3,20.298,31.987,3.191,14.724
England,2010-07-05,16.078,19.114,13.124,0.0,15.684,21.465,3.861,20.192
England,2010-07-06,15.594,19.684,10.134,0.0,11.72,18.371,3.197,14.388
England,2010-07-07,17.534,20.824,14.313,0.62,19.218,24.205,2.585,9.94
England,2010-07-08,17.676,21.984,13.504,0.2,11.136,16.719,3.617,18.368
England,2010-07-09,19.247,24.554,13.404,0.36,11.847,20.504,4.157,20.856
England,2010-07-10,19.976,23.764,15.683,0.2,14.942,20.053,3.611,15.962
England,2010-07-11,17.811,20.494,15.064,0.24,16.487,26.358,4.155,21.578
England,2010-07-12,15.841,18.514,13.914,4.1,10.174,15.445,2.341,11.184
England,2010-07-13,15.327,18.584,12.204,3.74,13.096,17.771,1.87,8.298
England,2010-07-14,16.848,20.114,14.214,4.5,18.024,23.969,2.383,12.462
England,2010-07-15,16.278,19.274,13.954,5.48,25.315,35.233,3.122,16.41
England,2010-07-16,15.567,18.304,12.404,4.12,24.646,35.408,3.126,15.712
England,2010-07-17,14.817,18.074,11.614,0.54,16.801,24.066,3.535,20.798
England,2010-07-18,16.357,20.644,11.594,1.56,18.012,25.192,2.448,10.328
England,2010-07-19,18.884,24.354,14.213,2.2,14.703,20.415,4.376,21.252
England,2010-07-20,18.147,21.124,15.234,11.8,11.529,16.472,2.103,9.696
England,2010-07-21,16.856,20.034,14.044,3.32,12.563,17.081,3.398,19.408
England,2010-07-22,15.039,18.284,12.034,6.76,10.284,16.951,2.575,15.698
England,2010-07-23,15.073,19.014,11.324,0.16,7.953,12.315,2.76,15.7
England,2010-07-24,16.014,19.574,10.934,0.08,9.262,14.105,2.955,15.71
England,2010-07-25,17.72,20.704,15.444,0.28,13.248,17.947,2.839,14.024
England,2010-07-26,17.673,20.043,15.324,0.92,13.153,18.718,1.756,7.45
England,2010-07-27,17.79,20.004,15.063,1.22,13.146,18.903,1.974,10.526
England,2010-07-28,16.113,18.594,13.844,0.56,13.552,20.567,2.748,14.52
England,2010-07-29,15.608,18.644,12.174,0.3,13.603,18.083,2.756,13.93
England,2010-07-30,16.181,19.724,11.664,1.28,12.336,19.655,2.359,11.292
England,2010-07-31,16.938,19.084,14.763,0.56,14.574,19.596,2.476,11.966
England,2010-08-01,16.165,19.254,12.904,0.16,10.88,14.364,2.868,15.896
England,2010-08-02,15.798,19.034,12.874,0.66,9.661,13.724,2.717,14.828
England,2010-08-03,15.345,19.304,10.804,0.44,11.33,17.336,2.24,11.438
England,2010-08-04,14.744,17.174,12.813,8.22,13.566,20.522,2.176,12.148
England,2010-08-05,14.534,17.744,10.984,0.44,15.1,19.106,3.06,16.77
England,2010-08-06,15.053,18.384,10.984,2.56,15.417,25.175,1.593,7.736
England,2010-08-07,16.475,19.464,14.563,1.26,12.265,16.626,2.083,11.658
England,2010-08-08,15.938,19.664,12.064,0.22,7.889,12.813,2.625,14.714
England,2010-08-09,16.038,19.914,11.664,1.66,13.31,22.058,2.613,14.096
England,2010-08-10,15.718,18.714,13.274,3.8,13.927,21.135,2.498,13.526
England,2010-08-11,14.928,18.444,10.664,0.26,13.506,19.163,2.77,15.878
England,2010-08-12,14.918,18.104,12.124,1.78,13.926,18.935,2.64,15.036
England,2010-08-13,13.688,16.043,11.454,5.86,16.367,21.009,1.713,9.464
England,2010-08-14,14.801,18.374,12.184,6.76,15.058,19.001,2.313,13.554
England,2010-08-15,16.488,20.384,12.944,0.02,14.137,19.296,2.946,16.234
England,2010-08-16,16.086,20.904,11.574,0.0,14.477,19.867,3.299,18.116
England,2010-08-17,15.774,18.684,13.404,2.06,13.904,19.639,1.57,7.208
England,2010-08-18,14.447,18.064,10.994,1.46,13.58,18.719,2.75,16.29
England,2010-08-19,14.896,18.664,11.194,5.82,15.532,22.86,2.324,11.944
England,2010-08-20,18.401,21.354,14.884,3.32,24.014,30.87,1.832,8.332
England,2010-08-21,17.987,20.604,15.914,3.54,16.772,22.469,1.75,8.926
England,2010-08-22,17.073,20.364,14.234,1.26,10.378,16.02,2.669,14.972
England,2010-08-23,15.348,18.444,12.774,13.32,16.093,26.842,2.002,11.098
England,2010-08-24,13.79,16.564,11.274,3.22,22.698,31.144,2.676,13.962
England,2010-08-25,13.4,16.254,10.334,12.34,10.139,16.574,1.508,8.076
England,2010-08-26,14.098,15.864,12.314,7.38,16.004,22.378,1.084,4.58
England,2010-08-27,13.207,16.284,10.294,1.94,14.017,19.133,2.073,11.444
England,2010-08-28,13.1,16.444,9.643,1.44,16.748,24.338,2.418,14.624
England,2010-08-29,13.067,15.204,10.764,0.68,22.005,31.409,2.479,12.026
England,2010-08-30,12.197,16.313,7.744,0.0,12.468,17.484,2.585,14.798
England,2010-08-31,12.698,17.404,7.394,0.0,6.937,9.881,2.512,16.12
England,2010-09-01,13.801,19.104,8.244,0.0,5.475,9.335,2.89,18.302
England,2010-09-02,14.015,19.354,8.224,0.0,8.859,12.429,2.862,17.796
England,2010-09-03,13.966,18.204,9.774,0.0,8.571,11.266,2.022,11.928
England,2010-09-04,14.392,19.224,9.314,0.12,11.225,15.806,2.372,13.538
England,2010-09-05,15.34,18.284,12.234,1.48,18.112,23.415,2.292,9.662
England,2010-09-06,15.531,18.234,13.013,10.24,24.965,30.949,2.673,10.378
England,2010-09-07,14.401,18.024,11.364,8.88,12.806,19.583,2.115,13.16
England,2010-09-08,14.071,18.034,9.954,0.64,5.642,9.665,1.932,11.758
England,2010-09-09,14.401,18.074,10.924,0.1,11.255,17.112,1.954,11.974
England,2010-09-10,16.121,19.394,12.624,3.06,18.513,25.0,1.301,5.78
England,2010-09-11,16.347,18.854,13.344,4.94,17.884,23.614,1.814,10.514
England,2010-09-12,13.594,16.824,10.554,0.42,13.708,19.602,2.134,12.674
England,2010-09-13,14.153,16.964,10.344,2.26,19.594,28.583,1.226,5.204
England,2010-09-14,15.762,17.404,12.384,4.72,26.707,32.328,1.463,5.066
England,2010-09-15,12.467,14.784,9.774,0.94,24.443,35.582,1.947,7.33
England,2010-09-16,12.373,15.064,10.054,0.22,17.709,22.299,2.135,12.344
England,2010-09-17,10.906,14.313,7.584,0.0,13.769,19.237,2.231,13.188
England,2010-09-18,10.714,14.544,6.494,1.14,11.659,16.706,1.817,10.758
England,2010-09-19,13.356,15.624,10.824,3.6,18.617,24.223,1.334,5.706
England,2010-09-20,15.028,17.714,12.334,2.1,17.27,23.695,1.739,9.234
England,2010-09-21,14.192,18.604,10.134,0.0,7.655,13.179,1.597,8.82
England,2010-09-22,15.338,19.994,10.994,2.32,13.267,19.716,2.204,12.388
England,2010-09-23,14.733,17.054,11.924,9.4,12.664,18.801,1.331,8.374
England,2010-09-24,11.203,12.844,8.554,1.24,18.977,29.431,1.462,6.296
England,2010-09-25,8.852,12.364,5.084,0.0,15.902,19.659,2.111,12.768
England,2010-09-26,9.826,13.214,6.244,0.82,17.832,22.486,1.664,8.8
England,2010-09-27,12.138,14.234,10.004,0.04,12.697,18.121,0.764,2.94
England,2010-09-28,13.544,15.754,11.784,0.86,8.758,13.142,0.836,4.014
England,2010-09-29,13.463,14.954,10.794,11.88,15.109,23.108,0.454,1.984
England,2010-09-30,11.318,15.504,6.804,0.16,9.54,14.856,1.537,10.334
England,2010-10-01,12.841,14.284,10.584,16.74,20.86,31.299,0.386,1.188
England,2010-10-02,11.643,15.414,7.384,3.04,11.376,18.643,1.371,8.078
England,2010-10-03,12.624,15.134,10.544,14.02,14.518,26.417,0.565,2.35
England,2010-10-04,11.698,16.104,7.014,1.0,8.881,19.226,1.497,9.76
England,2010-10-05,14.15,16.584,11.713,0.1,16.719,22.557,1.428,6.986
England,2010-10-06,13.142,15.344,10.774,4.1,16.082,22.387,1.555,8.336
England,2010-10-07,12.223,16.734,7.674,0.82,13.026,19.13,1.645,10.49
England,2010-10-08,15.288,18.274,12.563,1.0,18.507,22.022,1.053,6.01
England,2010-10-09,14.361,16.154,12.563,0.0,20.296,24.299,1.155,5.838
England,2010-10-10,13.734,17.634,10.774,0.04,19.399,22.85,1.64,9.742
England,2010-10-11,10.984,14.674,8.494,0.0,18.411,22.281,1.573,10.918
England,2010-10-12,9.507,12.364,7.504,0.0,11.273,14.4,1.221,8.554
England,2010-10-13,8.354,11.143,6.184,0.0,7.863,10.136,1.123,8.298
England,2010-10-14,8.989,11.174,6.664,0.0,8.069,11.429,0.77,3.996
England,2010-10-15,10.165,12.874,7.944,1.06,12.153,18.89,0.953,4.806
England,2010-10-16,8.488,11.864,5.374,0.32,13.65,19.407,1.091,7.14
England,2010-10-17,6.847,11.004,2.414,0.0,8.393,13.258,1.155,8.296
England,2010-10-18,10.032,12.984,7.084,1.72,16.494,23.036,1.095,5.59
England,2010-10-19,8.46,11.124,4.954,1.9,16.391,20.006,1.188,7.652
England,2010-10-20,4.386,7.754,1.184,0.0,13.358,17.512,1.354,9.882
England,2010-10-21,6.389,10.474,1.674,0.08,16.387,22.658,1.121,6.27
England,2010-10-22,8.994,12.284,6.354,0.98,17.206,23.326,1.194,6.726
England,2010-10-23,8.436,10.114,5.544,5.56,16.665,25.521,0.822,5.232
England,2010-10-24,5.035,8.914,1.833,0.0,12.355,17.159,1.056,8.232
England,2010-10-25,3.671,8.393,-0.376,0.0,8.189,12.142,0.981,8.808
England,2010-10-26,8.735,13.054,3.344,4.08,21.086,27.722,0.554,0.77
England,2010-10-27,12.284,14.133,10.104,0.66,20.608,28.267,1.183,6.498
England,2010-10-28,11.698,14.033,9.714,0.86,20.498,26.445,0.985,4.414
England,2010-10-29,12.255,13.883,9.763,0.94,26.622,33.2,1.065,2.774
England,2010-10-30,9.81,12.524,7.644,0.42,15.251,20.101,0.94,5.906
England,2010-10-31,9.468,11.438,7.539,0.75,11.243,18.655,0.544,3.072
England,2010-11-01,12.095,13.333,10.444,5.94,25.594,32.986,1.06,3.482
England,2010-11-02,12.094,13.314,10.313,1.7,21.021,29.607,1.023,4.278
England,2010-11-03,14.466,15.434,12.674,4.2,29.189,33.839,0.92,1.658
England,2010-11-04,12.515,14.694,10.074,4.24,18.844,28.713,0.658,1.646
England,2010-11-05,7.803,9.924,4.984,1.34,8.326,15.449,0.682,5.596
England,2010-11-06,4.819,7.254,2.984,1.2,10.567,21.856,0.591,4.974
England,2010-11-07,4.746,6.064,3.433,13.86,23.518,32.691,0.425,1.568
England,2010-11-08,5.888,7.784,4.184,2.3,24.827,29.797,0.728,3.506
England,2010-11-09,3.144,6.144,0.384,0.0,14.442,20.87,0.81,6.162
England,2010-11-10,7.981,12.034,1.524,7.32,31.845,42.74,1.154,2.23
England,2010-11-11,9.567,10.784,8.114,1.92,29.793,43.646,1.56,3.916
England,2010-11-12,7.431,9.574,5.684,1.06,15.158,21.796,0.661,4.564
England,2010-11-13,5.448,7.384,2.984,3.26,9.153,14.305,0.349,2.538
England,2010-11-14,2.959,6.704,-0.587,0.24,6.382,10.494,0.398,4.288
England,2010-11-15,3.447,6.714,-0.386,0.12,9.641,20.919,0.375,4.018
England,2010-11-16,5.578,6.294,4.474,7.36,24.605,28.6,0.378,0.834
England,2010-11-17,6.186,8.614,4.424,1.16,16.328,20.479,0.368,2.558
England,2010-11-18,5.548,8.714,2.224,0.08,6.846,10.727,0.357,3.404
England,2010-11-19,6.122,7.434,4.914,0.74,11.874,16.291,0.288,1.798
England,2010-11-20,4.719,6.104,3.334,0.3,14.35,19.14,0.39,2.402
England,2010-11-21,4.379,6.943,2.754,0.26,13.152,16.829,0.391,3.62
England,2010-11-22,3.472,5.664,0.844,0.0,12.37,16.658,0.402,3.24
England,2010-11-23,0.961,4.074,-1.096,0.0,11.056,14.256,0.411,4.08
England,2010-11-24,-0.28,2.484,-2.146,0.0,15.063,22.546,0.534,4.124
England,2010-11-25,-1.079,2.334,-3.117,0.32,8.519,13.024,0.355,3.96
England,2010-11-26,-1.59,1.234,-3.867,0.16,13.504,20.695,0.411,3.488
England,2010-11-27,-3.184,-0.026,-5.556,0.0,7.895,10.708,0.305,4.052
England,2010-11-28,-1.586,1.524,-3.537,0.38,12.433,15.788,0.309,3.852
England,2010-11-29,-0.373,1.224,-2.026,1.88,19.494,24.603,0.373,2.974
England,2010-11-30,-1.542,0.004,-3.026,0.9,20.814,26.288,0.467,3.078
England,2010-12-01,-1.499,-0.046,-4.146,1.22,18.008,23.15,0.36,2.858
England,2010-12-02,-4.297,-0.727,-7.776,1.2,12.021,21.254,0.27,3.624
England,2010-12-03,1.593,3.354,-0.276,2.88,10.522,21.046,0.199,1.914
England,2010-12-04,-0.763,1.744,-3.896,0.0,7.879,10.702,0.208,3.012
